subject_id,tpd_pre,tpd_anti_shia_pre,tpd_post,tpd_anti_shia_post,week_pre,week_anti_shia_pre,week_post,week_anti_shia_post,two_weeks_pre,two_weeks_anti_shia_pre,two_weeks_post,two_weeks_anti_shia_post,month_pre,month_anti_shia_pre,month_post,month_anti_shia_post,treatment_date,treatment_num,treatment_text,followers_count,anti_shia_friends_count,loc_qual,gcc,yemen,iraq,syria,conflict
774,0,0,0,0,9,0,20,1,10,0,42,6,63,5,72,7,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,61,4,GCC,TRUE,FALSE,FALSE,FALSE,0
775,4,0,2,0,10,0,2,0,23,0,7,0,30,0,7,0,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,56,55,Saudi,TRUE,FALSE,FALSE,FALSE,0
776,0,0,1,0,0,0,3,0,3,0,4,0,31,11,NA,NA,2/16/18,4,NA,365,68,NA,FALSE,FALSE,FALSE,FALSE,0
777,2,0,16,0,31,1,57,1,53,2,80,1,150,2,138,2,2/16/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,87,86,Saudi,TRUE,FALSE,FALSE,FALSE,0
778,1,0,2,0,4,0,4,0,4,0,7,0,10,0,18,0,2/16/18,0,NA,74,28,GCC,TRUE,FALSE,FALSE,FALSE,0
779,15,7,11,5,44,29,38,11,52,29,47,13,39,14,48,0,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,123,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
780,1,0,0,0,5,0,0,0,10,0,NA,NA,30,0,NA,NA,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,235,16,GCC,TRUE,FALSE,FALSE,FALSE,0
781,3,1,5,0,13,1,7,0,19,1,14,0,52,2,25,0,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,74,24,Saudi,TRUE,FALSE,FALSE,FALSE,0
782,1,0,2,1,0,0,7,1,2,0,5,1,2,0,NA,NA,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,35,1,NA,FALSE,FALSE,FALSE,FALSE,0
783,23,1,31,8,100,11,243,2,645,10,139,22,435,14,715,6,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,311,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
784,9,0,6,0,13,0,18,0,9,0,17,0,35,0,NA,NA,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,456,1,NA,FALSE,FALSE,FALSE,FALSE,0
785,2,0,1,0,1,0,3,0,1,0,2,0,2,0,NA,NA,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,29,77,Syria,FALSE,FALSE,FALSE,TRUE,1
786,6,0,2,0,13,0,6,0,22,1,13,1,83,3,30,1,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,120,1,GCC,TRUE,FALSE,FALSE,FALSE,0
787,1,0,7,2,26,6,28,9,56,15,27,13,96,24,92,19,2/16/18,0,NA,562,54,GCC,TRUE,FALSE,FALSE,FALSE,0
788,6,0,5,1,11,0,29,1,15,0,51,3,30,0,NA,NA,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,365,1,NA,FALSE,FALSE,FALSE,FALSE,0
789,10,1,2,0,46,1,30,5,100,1,97,5,190,1,193,6,2/16/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,38,1,UAE,TRUE,FALSE,FALSE,FALSE,0
790,25,4,107,8,231,15,252,5,215,22,503,5,422,13,502,4,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,311,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
791,3,1,1,0,6,3,2,0,7,1,2,0,10,3,3,0,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,33,83,Iraq,FALSE,FALSE,TRUE,FALSE,1
792,0,0,8,0,10,0,35,0,4,0,13,0,32,0,42,0,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,293,39,Saudi,TRUE,FALSE,FALSE,FALSE,0
793,25,0,40,0,15,0,24,0,54,0,44,0,56,0,97,0,2/16/18,0,NA,476,22,Oman,FALSE,FALSE,FALSE,FALSE,0
794,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,30,11,Saudi,TRUE,FALSE,FALSE,FALSE,0
795,46,2,56,8,267,10,262,3,232,23,50,15,233,15,127,4,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,311,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
796,2,0,3,0,4,0,2,0,2,0,2,0,0,0,100,1,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,824,182,Saudi,TRUE,FALSE,FALSE,FALSE,0
797,2,0,0,0,6,0,4,0,2,0,1,0,5,0,1,0,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,33,33,Libya,FALSE,FALSE,FALSE,FALSE,0
798,23,0,30,0,100,0,105,0,189,0,257,0,414,0,552,0,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2274,66,Saudi,TRUE,FALSE,FALSE,FALSE,0
799,1,0,0,0,2,0,23,3,4,0,31,3,11,1,29,3,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,11,2,GCC,TRUE,FALSE,FALSE,FALSE,0
800,0,0,1,0,0,0,2,0,2,0,2,0,9,0,NA,NA,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,86,38,Yemen,FALSE,TRUE,FALSE,FALSE,1
801,0,0,2,1,3,0,7,1,5,2,3,0,23,14,NA,NA,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,67,1,NA,FALSE,FALSE,FALSE,FALSE,0
802,0,0,0,0,0,0,8,0,0,0,44,0,0,0,NA,NA,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,368,1,NA,FALSE,FALSE,FALSE,FALSE,0
803,1,0,1,0,2,1,6,1,2,1,6,1,7,2,8,1,2/16/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,89,44,Saudi,TRUE,FALSE,FALSE,FALSE,0
804,24,1,38,0,15,4,34,0,15,3,43,1,22,4,48,1,2/16/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,473,47,GCC,TRUE,FALSE,FALSE,FALSE,0
805,32,0,6,0,72,0,59,0,150,0,136,0,319,1,NA,NA,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,7485,185,Saudi,TRUE,FALSE,FALSE,FALSE,0
806,7,0,3,0,5,0,6,0,25,0,34,0,56,0,NA,NA,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,4453,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
807,95,0,95,0,337,0,428,0,531,0,906,0,690,0,1224,0,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1550,23,Kuwait,TRUE,FALSE,FALSE,FALSE,0
808,69,5,29,0,189,7,87,2,215,7,146,2,347,7,175,2,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,1172,228,GCC,TRUE,FALSE,FALSE,FALSE,0
809,4,0,1,0,10,0,5,1,47,1,19,1,50,1,59,2,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,195,7,Saudi,TRUE,FALSE,FALSE,FALSE,0
810,122,4,76,1,362,6,312,4,465,7,470,8,422,7,NA,NA,2/16/18,5,هذا الكلام الطائفي يزرع الفتنة.,322,1,Syria,FALSE,FALSE,FALSE,TRUE,1
811,0,0,0,0,0,0,4,0,47,0,134,3,202,0,320,3,2/16/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,724,1,Argentina,FALSE,FALSE,FALSE,FALSE,0
812,10,0,8,0,27,0,34,0,48,0,65,0,145,0,128,0,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,103,25,GCC,TRUE,FALSE,FALSE,FALSE,0
813,0,0,1,0,1,0,7,0,2,0,16,0,24,0,35,0,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,310,52,US,FALSE,FALSE,FALSE,FALSE,0
814,14,3,89,8,70,64,54,12,57,24,85,15,54,23,87,0,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,311,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
815,2,0,5,1,8,0,6,1,24,0,8,1,102,0,11,1,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,294,22,Yemen,FALSE,TRUE,FALSE,FALSE,1
816,26,2,91,8,89,12,86,13,68,8,93,31,102,45,104,42,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,325,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
817,46,0,96,1,421,1,388,1,488,2,402,2,542,2,782,3,2/17/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2931,136,Syria,FALSE,FALSE,FALSE,TRUE,1
818,19,6,11,0,43,7,52,4,94,15,76,5,172,25,124,8,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1139,513,GCC,TRUE,FALSE,FALSE,FALSE,0
819,9,1,20,3,64,15,89,17,99,16,148,30,208,25,183,31,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,644,143,GCC,TRUE,FALSE,FALSE,FALSE,0
820,0,0,14,0,5,0,15,0,6,0,18,0,8,0,17,1,2/17/18,0,NA,56,36,Iraq,FALSE,FALSE,TRUE,FALSE,1
821,3,1,25,11,15,3,72,13,28,4,103,22,50,5,124,23,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1824,348,Saudi,TRUE,FALSE,FALSE,FALSE,0
822,45,0,37,0,129,0,102,0,281,0,201,0,707,0,434,0,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,464,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
823,2,1,3,1,8,2,50,7,21,2,56,7,59,3,151,8,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,366,37,Saudi,TRUE,FALSE,FALSE,FALSE,0
824,7,0,3,0,10,0,10,0,12,0,19,0,15,1,35,0,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,16,8,GCC,TRUE,FALSE,FALSE,FALSE,0
825,23,3,152,8,251,21,264,11,225,34,200,24,222,25,456,22,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,354,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
826,20,1,10,1,53,4,68,10,146,6,174,26,231,19,367,50,2/17/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,155,141,GCC,TRUE,FALSE,FALSE,FALSE,0
827,0,0,2,1,0,0,2,1,1,0,3,1,4,0,4,1,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,434,37,GCC,TRUE,FALSE,FALSE,FALSE,0
828,0,0,12,1,23,0,46,1,50,0,37,1,127,1,132,1,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,1110,48,Saudi,TRUE,FALSE,FALSE,FALSE,0
829,1,0,4,0,5,0,2,0,1,0,1,0,5,0,9,0,2/17/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,450,148,Saudi,TRUE,FALSE,FALSE,FALSE,0
830,21,1,37,1,133,4,101,1,121,5,153,3,279,5,266,3,2/17/18,0,NA,1389,224,Saudi,TRUE,FALSE,FALSE,FALSE,0
831,2,0,9,1,15,2,17,1,37,2,29,2,43,2,39,3,2/17/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,9,114,GCC,TRUE,FALSE,FALSE,FALSE,0
832,4,0,4,1,11,0,20,1,15,0,51,3,30,1,108,0,2/17/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,965,14,Saudi,TRUE,FALSE,FALSE,FALSE,0
833,5,0,4,0,7,0,6,0,10,0,28,0,65,0,60,0,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,131,20,Libya,FALSE,FALSE,FALSE,FALSE,0
834,0,0,1,0,2,0,1,0,2,0,1,0,9,0,3,0,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,5,19,GCC,TRUE,FALSE,FALSE,FALSE,0
835,0,0,9,0,17,0,23,0,14,0,9,0,32,0,29,0,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2330,156,Saudi,TRUE,FALSE,FALSE,FALSE,0
836,2,1,2,0,3,1,4,0,2,1,5,0,10,4,6,0,2/17/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,81,29,GCC,TRUE,FALSE,FALSE,FALSE,0
837,24,0,21,3,62,1,78,6,112,2,131,10,246,7,220,12,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,6057,38,Saudi,TRUE,FALSE,FALSE,FALSE,0
838,19,0,7,1,47,0,35,1,86,0,81,1,191,1,192,5,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2937,289,GCC,TRUE,FALSE,FALSE,FALSE,0
839,4,2,7,1,9,2,12,2,15,2,16,2,47,3,25,2,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,9,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
840,15,0,33,1,25,0,15,4,17,0,32,12,54,0,45,14,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2619,298,Syria,FALSE,FALSE,FALSE,TRUE,1
841,6,1,4,1,7,1,14,0,5,2,7,2,15,0,NA,NA,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,89,74,Turkey,FALSE,FALSE,FALSE,FALSE,0
842,1,0,2,0,32,0,27,0,31,0,23,0,42,0,50,0,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,48,1,US,FALSE,FALSE,FALSE,FALSE,0
843,64,2,91,8,266,17,262,12,464,17,418,15,1083,81,715,36,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,362,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
844,5,0,6,1,1,0,14,1,6,0,22,1,17,0,44,1,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,384,31,GCC,TRUE,FALSE,FALSE,FALSE,0
845,3,1,3,1,6,2,20,1,13,2,22,1,30,5,46,0,2/17/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,340,6,Saudi,TRUE,FALSE,FALSE,FALSE,0
846,0,0,0,0,0,0,8,0,0,0,5,0,8,0,16,0,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,549,60,Saudi,TRUE,FALSE,FALSE,FALSE,0
847,0,0,1,0,0,0,2,1,0,0,1,1,1,0,1,1,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,3,5,Saudi,TRUE,FALSE,FALSE,FALSE,0
848,7,0,10,2,9,0,27,3,9,0,31,3,9,0,39,4,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,235,58,Yemen,FALSE,TRUE,FALSE,FALSE,1
849,0,0,0,0,2,0,3,0,1,0,4,0,10,0,NA,NA,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,125,8,GCC,TRUE,FALSE,FALSE,FALSE,0
850,2,0,1,0,4,0,6,0,7,0,3,0,10,0,8,1,2/17/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1559,138,Saudi,TRUE,FALSE,FALSE,FALSE,0
851,9,0,22,2,69,4,72,2,57,4,83,2,123,4,128,2,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,21,1,NA,FALSE,FALSE,FALSE,FALSE,0
852,3,2,5,0,8,4,36,0,33,5,45,0,94,3,NA,NA,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,46,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
853,7,0,37,4,91,3,90,10,225,17,147,12,343,31,341,33,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,27,51,Yemen,FALSE,TRUE,FALSE,FALSE,1
854,1,0,1,0,1,0,4,0,5,0,6,0,9,0,NA,NA,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,544,138,GCC,TRUE,FALSE,FALSE,FALSE,0
855,0,0,2,0,3,0,3,0,4,0,5,0,6,0,NA,NA,2/17/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,7991,235,Saudi,TRUE,FALSE,FALSE,FALSE,0
856,6,0,5,1,7,0,2,1,9,0,4,1,11,0,20,1,2/17/18,0,NA,70,97,Saudi,TRUE,FALSE,FALSE,FALSE,0
857,8,2,31,5,32,2,91,12,85,2,148,17,167,3,326,33,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,194,125,GCC,TRUE,FALSE,FALSE,FALSE,0
858,50,0,56,17,66,1,91,25,66,1,NA,NA,87,28,NA,NA,2/17/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,13,12,Saudi,TRUE,FALSE,FALSE,FALSE,0
859,1,0,1,0,2,0,1,0,2,0,1,0,21,0,2,0,2/17/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,26,11,Saudi,TRUE,FALSE,FALSE,FALSE,0
860,6,0,13,0,64,0,23,0,79,0,35,0,93,0,70,0,2/17/18,5,هذا الكلام الطائفي يزرع الفتنة.,256,49,GCC,TRUE,FALSE,FALSE,FALSE,0
861,2,0,5,1,29,0,43,1,78,0,88,1,324,0,249,1,2/17/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2820,6,Saudi,TRUE,FALSE,FALSE,FALSE,0
862,2,0,0,0,6,0,5,0,14,1,7,0,24,2,NA,NA,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,4,1,NA,FALSE,FALSE,FALSE,FALSE,0
863,4,0,0,0,8,0,9,0,14,1,7,0,24,2,NA,NA,2/17/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,448,1,NA,FALSE,FALSE,FALSE,FALSE,0
864,15,1,56,2,33,1,27,6,43,11,31,11,79,12,68,8,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,890,182,Sweden,FALSE,FALSE,FALSE,FALSE,0
865,25,0,27,0,32,0,52,3,47,0,55,3,92,0,288,8,2/18/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,23,33,Tunisia,FALSE,FALSE,FALSE,FALSE,0
866,5,1,2,0,7,1,12,0,5,2,15,2,24,0,NA,NA,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,235,62,Saudi,TRUE,FALSE,FALSE,FALSE,0
867,0,0,5,0,9,0,12,0,11,0,39,3,42,0,49,5,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,1768,13,GCC,TRUE,FALSE,FALSE,FALSE,0
868,16,1,17,2,32,2,53,3,73,2,89,3,178,3,138,7,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,56,24,Algeria,FALSE,FALSE,FALSE,FALSE,0
869,0,0,0,0,0,0,0,0,0,0,37,0,50,5,80,0,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,44,132,Yemen,FALSE,TRUE,FALSE,FALSE,1
870,25,1,1,0,41,1,6,1,62,3,27,2,71,4,NA,NA,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,121,33,Saudi,TRUE,FALSE,FALSE,FALSE,0
871,0,0,0,0,2,0,1,0,1,0,2,0,4,0,9,4,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,858,130,GCC,TRUE,FALSE,FALSE,FALSE,0
872,14,0,22,1,62,4,95,5,94,12,183,5,94,12,310,5,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,233,74,Saudi,TRUE,FALSE,FALSE,FALSE,0
873,21,0,41,0,48,1,57,2,86,1,36,5,94,3,71,2,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2632,39,Yemen,FALSE,TRUE,FALSE,FALSE,1
874,20,2,71,3,46,2,24,2,37,2,31,4,52,3,94,4,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,433,71,Syria,FALSE,FALSE,FALSE,TRUE,1
875,2,0,0,0,6,0,5,0,14,1,7,0,24,2,14,0,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,461,89,Syria,FALSE,FALSE,FALSE,TRUE,1
876,26,1,11,0,102,1,41,0,27,4,73,5,204,9,129,22,2/18/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,704,204,Yemen,FALSE,TRUE,FALSE,FALSE,1
877,1,0,2,0,4,0,4,0,3,0,7,0,10,0,NA,NA,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,570,1,NA,FALSE,FALSE,FALSE,FALSE,0
878,29,7,44,2,88,19,92,9,106,23,135,14,321,63,343,20,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,632,212,Saudi,TRUE,FALSE,FALSE,FALSE,0
879,4,0,6,0,45,2,35,2,29,3,15,2,37,1,30,1,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,1781,246,Saudi,TRUE,FALSE,FALSE,FALSE,0
880,30,4,20,0,33,4,25,0,14,4,27,0,49,8,NA,NA,2/18/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2004,288,Saudi,TRUE,FALSE,FALSE,FALSE,0
881,1,0,0,0,9,0,20,1,10,0,42,6,63,5,NA,NA,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1439,128,NA,FALSE,FALSE,FALSE,FALSE,0
882,4,0,0,0,5,0,0,0,12,0,0,0,21,0,NA,NA,2/18/18,0,NA,1349,1,Algeria,FALSE,FALSE,FALSE,FALSE,0
883,4,0,11,2,18,4,66,15,21,4,27,16,51,7,90,19,2/18/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,11,22,Saudi,TRUE,FALSE,FALSE,FALSE,0
884,4,0,3,1,19,0,12,1,11,0,14,1,25,0,NA,NA,2/18/18,0,NA,29,23,GCC,TRUE,FALSE,FALSE,FALSE,0
885,14,2,4,0,9,5,4,0,10,6,14,0,23,12,25,0,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,16,64,Saudi,TRUE,FALSE,FALSE,FALSE,0
886,0,0,2,0,3,0,1,0,2,0,5,0,10,0,12,2,2/18/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,3318,412,GCC,TRUE,FALSE,FALSE,FALSE,0
887,2,0,0,0,4,0,0,0,10,0,1,0,30,0,NA,NA,2/18/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,3634,214,Saudi,TRUE,FALSE,FALSE,FALSE,0
888,40,1,65,7,117,3,163,9,199,7,214,9,405,7,565,71,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,213,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
889,90,1,60,0,327,1,342,1,666,2,595,3,933,2,1043,5,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,1799,251,GCC,TRUE,FALSE,FALSE,FALSE,0
890,18,1,86,1,113,2,92,1,104,2,118,5,304,4,209,7,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,896,106,Iraq,FALSE,FALSE,TRUE,FALSE,1
891,25,0,34,1,92,1,69,3,58,2,75,3,219,2,159,3,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,21,22,GCC,TRUE,FALSE,FALSE,FALSE,0
892,4,1,6,1,8,4,38,0,37,2,49,5,94,1,84,4,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,578,6,Syria,FALSE,FALSE,FALSE,TRUE,1
893,5,1,2,0,16,1,6,0,18,7,19,0,26,8,41,5,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,127,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
894,6,2,33,1,23,5,46,4,48,6,28,21,105,18,80,49,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,629,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
895,2,0,5,0,9,0,11,0,12,0,10,0,39,0,34,8,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1266,286,Syria,FALSE,FALSE,FALSE,TRUE,1
896,1,0,6,0,27,0,23,0,12,0,9,0,23,0,16,0,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,675,9,Saudi,TRUE,FALSE,FALSE,FALSE,0
897,11,0,22,0,37,0,63,2,60,0,106,3,89,1,142,3,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,162,39,Ethhiopia,FALSE,FALSE,FALSE,FALSE,0
898,186,0,151,2,612,0,490,3,850,0,708,3,2071,10,1775,12,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,367,642,GCC,TRUE,FALSE,FALSE,FALSE,0
